id,nom,ville,arrondissement,quartier,type_batiment,latitude,longitude,telephone,nb_urnes,accessibilite_pmr,inscrits_2017,votants_2017,bulletins_nuls_2017,SVE_2017,taux_participation_2017,RDPC_votes_2017,CDP_votes_2017,EPG_votes_2017,SAJ_votes_2017,ESA_votes_2017,autres_votes_2017,inscrits_2018,votants_2018,bulletins_nuls_2018,SVE_2018,taux_participation_2018,RDPC_votes_2018,CDP_votes_2018,EPG_votes_2018,SAJ_votes_2018,ESA_votes_2018,autres_votes_2018,inscrits_2019,votants_2019,bulletins_nuls_2019,SVE_2019,taux_participation_2019,RDPC_votes_2019,CDP_votes_2019,EPG_votes_2019,SAJ_votes_2019,ESA_votes_2019,autres_votes_2019
BV-YAO-1666,Bureau de Vote Mvan N°11,Yaoundé,Yaoundé II,Mvan,Lycée,3.746206,11.460544,+237 690 484 102,2,Oui,829,367,8,359,0.444,232,40,14,7,28,38,829,579,18,561,0.699,268,16,66,81,42,88,829,447,6,441,0.539,280,57,5,30,20,49
BV-YAO-1667,Collège Obili,Yaoundé,Yaoundé III,Obili,Collège,3.877593,11.555812,+237 242 376 095,1,Oui,700,439,9,430,0.628,288,30,29,19,21,43,700,390,4,386,0.557,277,20,9,21,26,33,700,431,15,416,0.616,206,30,24,20,73,63
BV-YAO-1668,Bureau de Vote Yaoundé III — Omnisports 1668,Yaoundé,Yaoundé III,Omnisports,Salle polyvalente,3.803475,11.447634,+237 233 483 862,4,Non,476,341,11,330,0.718,182,8,34,38,23,45,476,329,4,325,0.692,204,8,25,21,30,37,476,120,3,117,0.252,66,2,2,13,19,15
BV-YAO-1669,Bureau de Vote Yaoundé VI — Ekounou 1669,Yaoundé,Yaoundé VI,Ekounou,Centre communautaire,3.920278,11.544224,+237 222 112 574,4,Non,470,349,8,341,0.744,200,31,11,37,20,42,470,314,9,305,0.669,181,25,13,40,8,38,470,118,4,114,0.253,67,4,11,8,10,14
BV-YAO-1670,Bureau de Vote Nkol-Eton 1670,Yaoundé,Yaoundé VI,Nkol-Eton,Lycée,3.901826,11.432931,+237 243 557 277,1,Non,958,584,24,560,0.61,341,24,57,48,24,66,958,367,13,354,0.383,256,15,16,8,29,30,958,481,22,459,0.503,290,38,27,6,47,51
BV-YAO-1671,Bureau de Vote Yaoundé V — Cité Verte 1671,Yaoundé,Yaoundé V,Cité Verte,Bibliothèque municipale,3.802847,11.565599,+237 694 520 546,2,Non,174,97,3,94,0.562,76,4,1,4,4,5,174,77,1,76,0.447,44,5,8,6,3,10,174,53,2,51,0.31,34,1,1,1,9,5
BV-YAO-1672,Salle polyvalente Briqueterie,Yaoundé,Yaoundé III,Briqueterie,Salle polyvalente,3.886024,11.434472,+237 242 005 285,2,Oui,1189,729,20,709,0.614,336,36,64,72,89,112,1189,640,9,631,0.538,318,71,50,85,13,94,1189,492,14,478,0.414,240,24,12,30,100,72
BV-YAO-1673,Bureau de Vote Tsinga N°17,Yaoundé,Yaoundé III,Tsinga,Lycée,3.912881,11.480443,+237 243 414 153,1,Oui,187,72,1,71,0.389,35,4,10,2,9,11,187,92,4,88,0.493,46,9,7,8,5,13,187,110,3,107,0.589,68,4,11,4,8,12
BV-YAO-1674,Bureau de Vote Mvog-Beti 1674,Yaoundé,Yaoundé IV,Mvog-Beti,Lycée,3.893111,11.578258,+237 691 270 277,3,Non,1103,799,10,789,0.725,566,42,46,5,63,67,1103,353,14,339,0.32,180,32,37,26,16,48,1103,420,9,411,0.381,205,16,22,26,80,62
BV-YAO-1675,Bureau de Vote Yaoundé V — Obili 1675,Yaoundé,Yaoundé V,Obili,Centre communautaire,3.889027,11.437199,+237 678 054 506,1,Oui,348,149,2,147,0.43,114,8,6,1,8,10,348,156,2,154,0.449,109,14,1,8,8,14,348,189,6,183,0.543,126,1,20,17,2,17
BV-YAO-1676,Bureau de Vote Yaoundé III — Nsimeyong 1676,Yaoundé,Yaoundé III,Nsimeyong,Centre communautaire,3.759444,11.562162,+237 233 164 939,1,Oui,206,119,3,116,0.578,59,3,3,17,17,17,206,64,3,61,0.315,46,1,5,3,1,5,206,66,2,64,0.324,34,8,4,8,1,9
BV-YAO-1677,Bureau de Vote Messa 1677,Yaoundé,Yaoundé V,Messa,Salle polyvalente,3.884982,11.560955,+237 693 733 742,1,Oui,660,425,14,411,0.645,316,34,9,17,6,29,660,396,5,391,0.601,232,21,28,28,34,48,660,281,7,274,0.426,135,35,25,23,14,42
BV-YAO-1678,Bureau de Vote Étoa-Meki 1678,Yaoundé,Yaoundé V,Étoa-Meki,Salle polyvalente,3.856811,11.468807,+237 695 383 840,1,Non,293,126,3,123,0.431,90,5,4,7,7,10,293,195,7,188,0.668,148,6,10,8,4,12,293,169,4,165,0.579,129,5,5,7,8,11
BV-YAO-1679,Bureau de Vote Biteng N°12,Yaoundé,Yaoundé VII,Biteng,Centre culturel,3.823014,11.452275,+237 693 182 435,1,Oui,1093,700,34,666,0.641,363,80,14,42,76,91,1093,381,11,370,0.349,203,40,25,16,36,50,1093,353,17,336,0.323,173,34,22,37,21,49
BV-YAO-1680,Bureau de Vote Simbock 1680,Yaoundé,Yaoundé II,Simbock,Centre communautaire,3.879977,11.549708,+237 233 791 081,1,Oui,982,388,13,375,0.395,287,34,11,6,10,27,982,378,13,365,0.385,266,21,23,15,10,30,982,507,24,483,0.517,378,15,23,20,15,32
BV-YAO-1681,Bureau de Vote Nsam 1681,Yaoundé,Yaoundé VI,Nsam,Collège,3.797168,11.492434,+237 677 627 728,2,Oui,512,179,5,174,0.352,140,7,7,8,2,10,512,184,2,182,0.361,146,7,6,5,7,11,512,304,7,297,0.595,181,7,17,11,46,35
BV-YAO-1682,Bureau de Vote Mvog-Mbi 1682,Yaoundé,Yaoundé IV,Mvog-Mbi,Collège,3.784428,11.4662,+237 678 006 925,4,Oui,670,288,5,283,0.431,168,8,18,25,29,35,670,234,9,225,0.35,153,3,18,12,17,22,670,278,9,269,0.415,156,27,35,8,9,34
BV-YAO-1683,Bureau de Vote Nkol-Afeme 1683,Yaoundé,Yaoundé IV,Nkol-Afeme,École primaire,3.847015,11.42385,+237 242 677 225,2,Non,433,158,2,156,0.367,113,1,8,10,11,13,433,140,4,136,0.325,77,22,3,12,4,18,433,230,8,222,0.531,172,6,13,4,12,15
BV-YAO-1684,Centre social de Carrière — Bureau 4,Yaoundé,Yaoundé III,Carrière,Centre social,3.888321,11.555979,+237 690 409 110,2,Non,1006,415,14,401,0.413,244,36,19,44,11,47,1006,436,16,420,0.434,322,10,22,6,30,30,1006,296,14,282,0.295,134,32,26,21,24,45
BV-YAO-1685,École primaire Oyomabang,Yaoundé,Yaoundé I,Oyomabang,École primaire,3.788251,11.464945,+237 242 936 731,2,Oui,597,244,6,238,0.409,169,14,4,20,10,21,597,194,8,186,0.326,147,8,10,6,3,12,597,237,3,234,0.398,130,17,26,28,2,31
BV-YAO-1686,Mairie de Cité Verte — Bureau 1,Yaoundé,Yaoundé III,Cité Verte,Mairie,3.838299,11.564668,+237 678 270 667,1,Oui,841,547,25,522,0.651,303,34,42,32,45,66,841,366,18,348,0.435,237,12,20,29,16,34,841,409,11,398,0.487,196,54,42,26,19,61
BV-YAO-1687,Bureau de Vote Nkol-Afeme N°1,Yaoundé,Yaoundé IV,Nkol-Afeme,Centre social,3.869888,11.564104,+237 695 576 970,2,Non,849,432,5,427,0.51,259,12,42,42,21,51,849,296,14,282,0.349,150,29,11,12,40,40,849,270,6,264,0.319,185,13,14,17,11,24
BV-YAO-1688,Bureau de Vote Omnisports N°15,Yaoundé,Yaoundé V,Omnisports,École primaire,3.809381,11.562882,+237 242 833 219,4,Non,738,386,18,368,0.523,292,20,14,7,12,23,738,391,15,376,0.531,271,6,13,22,32,32,738,211,5,206,0.287,127,14,21,16,4,24
BV-YAO-1689,Bureau de Vote Yaoundé IV — Tsinga 1689,Yaoundé,Yaoundé IV,Tsinga,Centre culturel,3.941301,11.45785,+237 692 134 291,1,Non,224,152,3,149,0.682,100,6,12,8,8,15,224,94,4,90,0.422,73,4,6,1,1,5,224,113,3,110,0.508,74,2,9,12,2,11
BV-YAO-1690,Bureau de Vote Ngoa-Ekélé 1690,Yaoundé,Yaoundé VII,Ngoa-Ekélé,École primaire,3.822807,11.606407,+237 678 236 425,2,Non,205,117,3,114,0.572,82,1,7,8,6,10,205,112,2,110,0.55,72,3,6,7,10,12,205,104,4,100,0.509,54,15,11,4,2,14
BV-YAO-1691,Bureau de Vote Etoudi N°12,Yaoundé,Yaoundé III,Etoudi,Bibliothèque municipale,3.848817,11.53279,+237 692 507 172,3,Oui,593,279,13,266,0.472,170,10,32,23,2,29,593,250,12,238,0.423,148,5,22,27,9,27,593,360,11,349,0.608,251,4,35,8,22,29
BV-YAO-1692,Bureau de Vote Mimboman 1692,Yaoundé,Yaoundé VI,Mimboman,Mairie,3.827041,11.450872,+237 222 806 763,1,Oui,590,250,11,239,0.425,112,8,7,39,34,39,590,218,4,214,0.371,108,18,10,14,32,32,590,305,8,297,0.518,148,13,13,47,31,45
BV-YAO-1693,Centre social Ekounou,Yaoundé,Yaoundé II,Ekounou,Centre social,3.856507,11.5179,+237 690 933 333,2,Non,154,91,1,90,0.597,65,6,7,3,1,8,154,104,1,103,0.68,81,4,6,3,2,7,154,47,1,46,0.31,30,2,5,1,3,5
BV-YAO-1694,Bureau de Vote Melen 1694,Yaoundé,Yaoundé IV,Melen,Mairie,3.921093,11.506251,+237 691 523 376,1,Oui,737,273,9,264,0.371,191,18,15,16,2,22,737,285,9,276,0.387,181,8,33,6,19,29,737,408,4,404,0.554,224,30,49,40,7,54
BV-YAO-1695,Bureau de Vote Efoulan N°3,Yaoundé,Yaoundé VI,Efoulan,Lycée,3.884351,11.498292,+237 690 720 037,4,Oui,485,208,2,206,0.43,153,6,4,13,14,16,485,202,4,198,0.418,110,26,19,8,8,27,485,230,10,220,0.476,126,13,18,32,3,28
BV-YAO-1696,Bureau de Vote Essos N°8,Yaoundé,Yaoundé I,Essos,Bibliothèque municipale,3.862474,11.413044,+237 694 151 613,2,Non,1134,500,24,476,0.442,227,30,57,53,34,75,1134,686,13,673,0.605,330,48,57,64,71,103,1134,550,10,540,0.485,348,55,12,39,28,58
BV-YAO-1697,Bureau de Vote Djoungolo N°20,Yaoundé,Yaoundé VII,Djoungolo,Mairie,3.937488,11.50523,+237 693 529 651,1,Oui,360,162,3,159,0.453,90,20,9,4,15,21,360,186,7,179,0.518,101,17,5,10,22,24,360,165,3,162,0.459,119,6,11,4,9,13
BV-YAO-1698,Bureau de Vote Yaoundé I — Mvog-Mbi 1698,Yaoundé,Yaoundé I,Mvog-Mbi,Centre culturel,3.950929,11.525092,+237 678 776 737,3,Oui,806,503,7,496,0.625,280,44,37,31,39,65,806,412,15,397,0.512,182,50,44,24,32,65,806,445,12,433,0.552,295,27,40,7,23,41
BV-YAO-1699,Bureau de Vote Yaoundé I — Mvan 1699,Yaoundé,Yaoundé I,Mvan,Bibliothèque municipale,3.894841,11.534726,+237 242 114 411,3,Non,280,108,4,104,0.388,69,10,6,1,7,11,280,153,5,148,0.548,115,3,6,6,8,10,280,138,3,135,0.495,99,9,5,3,8,11
BV-YAO-1700,Bureau de Vote Mokolo 1700,Yaoundé,Yaoundé VI,Mokolo,Centre social,3.881065,11.448322,+237 693 265 159,3,Non,590,235,10,225,0.4,142,14,20,16,8,25,590,290,12,278,0.493,210,14,9,14,10,21,590,312,7,305,0.529,165,23,32,28,15,42
BV-YAO-1701,Bureau de Vote Mendong 1701,Yaoundé,Yaoundé VII,Mendong,Lycée,3.911684,11.573353,+237 243 801 132,2,Non,769,542,20,522,0.705,303,7,25,75,46,66,769,496,22,474,0.646,255,37,37,34,45,66,769,476,4,472,0.62,287,9,27,50,43,56
BV-YAO-1702,Salle polyvalente Mvan,Yaoundé,Yaoundé V,Mvan,Salle polyvalente,3.832215,11.566601,+237 242 912 108,4,Non,353,145,4,141,0.411,100,14,3,2,9,13,353,227,4,223,0.644,145,2,11,30,11,24,353,123,1,122,0.35,93,6,6,2,6,9
BV-YAO-1703,Bureau de Vote Yaoundé III — Bastos 1703,Yaoundé,Yaoundé III,Bastos,Centre communautaire,3.770336,11.57595,+237 695 027 140,4,Non,555,263,12,251,0.474,155,27,22,11,7,29,555,323,8,315,0.584,207,9,16,24,26,33,555,298,9,289,0.537,139,19,11,55,20,45
BV-YAO-1704,Bureau de Vote Nkozoa 1704,Yaoundé,Yaoundé IV,Nkozoa,Centre culturel,3.867766,11.565239,+237 691 036 492,1,Non,256,152,7,145,0.597,107,8,8,5,5,12,256,140,5,135,0.547,73,14,12,16,1,19,256,98,4,94,0.386,67,2,6,2,9,8
BV-YAO-1705,Bureau de Vote Biteng 1705,Yaoundé,Yaoundé IV,Biteng,Centre communautaire,3.773712,11.463543,+237 242 391 865,3,Non,775,358,3,355,0.463,199,32,34,20,23,47,775,391,19,372,0.505,239,31,16,22,24,40,775,417,6,411,0.538,298,4,21,19,35,34
BV-YAO-1706,Bureau de Vote Yaoundé III — Messa 1706,Yaoundé,Yaoundé III,Messa,Bibliothèque municipale,3.765005,11.491631,+237 690 152 893,4,Oui,650,421,16,405,0.648,269,12,6,44,33,41,650,276,11,265,0.425,188,3,14,6,31,23,650,353,12,341,0.545,205,20,30,24,21,41
BV-YAO-1707,Bureau de Vote Odza N°2,Yaoundé,Yaoundé II,Odza,Centre communautaire,3.919385,11.579558,+237 694 767 269,2,Oui,1101,568,26,542,0.516,416,4,19,35,30,38,1101,373,8,365,0.339,286,13,16,17,9,24,1101,469,15,454,0.426,309,24,32,3,42,44
BV-YAO-1708,Bureau de Vote Mokolo 1708,Yaoundé,Yaoundé III,Mokolo,Mairie,3.788904,11.492011,+237 692 891 423,3,Non,684,400,4,396,0.585,262,32,14,8,40,40,684,277,2,275,0.405,149,18,22,41,7,38,684,400,4,396,0.586,306,14,15,18,16,27
BV-YAO-1709,Collège Nkol-Afeme,Yaoundé,Yaoundé I,Nkol-Afeme,Collège,3.771966,11.456819,+237 690 666 221,1,Non,945,348,16,332,0.368,186,19,39,29,15,44,945,640,9,631,0.677,490,14,8,24,52,43,945,270,4,266,0.287,211,3,6,6,23,17
BV-YAO-1710,Bureau de Vote Nkolbisson N°11,Yaoundé,Yaoundé IV,Nkolbisson,Collège,3.816898,11.412349,+237 243 517 728,2,Oui,242,150,3,147,0.621,94,4,10,11,12,16,242,83,1,82,0.345,49,5,2,8,8,10,242,147,4,143,0.612,103,6,11,4,7,12
BV-YAO-1711,Salle polyvalente Mokolo,Yaoundé,Yaoundé IV,Mokolo,Salle polyvalente,3.879875,11.527566,+237 233 720 201,2,Non,1083,408,19,389,0.377,246,29,15,30,26,43,1083,361,15,346,0.334,252,24,2,27,13,28,1083,538,22,516,0.497,264,53,21,16,86,76
BV-YAO-1712,Centre de Vote de Messa — Salle 2,Yaoundé,Yaoundé I,Messa,Centre culturel,3.88902,11.487417,+237 222 209 322,3,Non,473,204,2,202,0.433,136,11,3,17,15,20,473,292,7,285,0.618,165,11,18,23,32,36,473,258,12,246,0.546,159,2,23,14,22,26
BV-YAO-1713,Bureau de Vote Yaoundé VI — Olembe 1713,Yaoundé,Yaoundé VI,Olembe,Salle polyvalente,3.878895,11.486329,+237 691 096 277,1,Oui,926,491,6,485,0.531,251,45,48,64,7,70,926,485,22,463,0.524,265,30,63,21,24,60,926,488,11,477,0.528,283,10,51,36,39,58
BV-YAO-1714,Centre communautaire de Ekounou — Bureau 3,Yaoundé,Yaoundé IV,Ekounou,Centre communautaire,3.823638,11.520522,+237 692 537 026,3,Non,206,139,4,135,0.675,67,13,17,3,14,21,206,113,4,109,0.552,88,3,6,1,5,6,206,92,4,88,0.448,61,2,5,8,4,8
BV-YAO-1715,Centre communautaire de Odza — Bureau 3,Yaoundé,Yaoundé VII,Odza,Centre communautaire,3.846701,11.431598,+237 233 389 517,1,Oui,752,409,6,403,0.545,289,8,33,11,28,34,752,445,17,428,0.592,235,46,22,44,23,58,752,248,4,244,0.33,147,14,25,25,4,29
BV-YAO-1716,Centre culturel de Nlongkak — Bureau 3,Yaoundé,Yaoundé III,Nlongkak,Centre culturel,3.867997,11.481726,+237 679 060 234,2,Non,781,505,14,491,0.648,291,46,25,50,19,60,781,285,7,278,0.365,155,17,15,29,25,37,781,272,9,263,0.349,175,2,16,36,7,27
BV-YAO-1717,Bureau de Vote Simbock 1717,Yaoundé,Yaoundé VI,Simbock,Centre social,3.902342,11.412208,+237 695 074 392,3,Oui,184,64,1,63,0.351,43,1,5,6,2,6,184,87,1,86,0.478,48,9,8,2,7,12,184,49,1,48,0.271,29,1,2,3,7,6
BV-YAO-1718,Bureau de Vote Nsam N°11,Yaoundé,Yaoundé VI,Nsam,Centre culturel,3.864524,11.582847,+237 242 597 365,3,Oui,414,148,4,144,0.36,72,2,10,21,17,22,414,198,9,189,0.48,126,10,17,8,9,19,414,127,4,123,0.308,78,3,9,5,14,14
BV-YAO-1719,École primaire Nkolbikok,Yaoundé,Yaoundé II,Nkolbikok,École primaire,3.921491,11.577313,+237 695 013 543,3,Non,680,380,12,368,0.559,174,7,12,62,55,58,680,337,3,334,0.496,205,6,9,36,39,39,680,336,6,330,0.496,217,24,29,2,24,34
BV-YAO-1720,Bureau de Vote Efoulan 1720,Yaoundé,Yaoundé V,Efoulan,Lycée,3.843757,11.425725,+237 694 993 710,3,Oui,257,170,3,167,0.662,97,17,4,19,9,21,257,143,3,140,0.558,99,1,8,3,16,13,257,94,4,90,0.368,51,9,3,5,10,12
BV-YAO-1721,Bureau de Vote Mokolo N°8,Yaoundé,Yaoundé V,Mokolo,École primaire,3.888608,11.460513,+237 692 620 570,3,Non,182,73,1,72,0.404,35,9,6,3,8,11,182,90,1,89,0.495,58,5,10,1,6,9,182,84,1,83,0.466,55,5,4,4,7,8
BV-YAO-1722,Bureau de Vote Mvan 1722,Yaoundé,Yaoundé II,Mvan,École primaire,3.760303,11.458913,+237 233 718 265,4,Oui,581,222,3,219,0.383,157,5,23,7,8,19,581,278,7,271,0.479,155,8,31,27,15,35,581,364,18,346,0.627,197,17,24,58,5,45
BV-YAO-1723,Mairie Ngousso,Yaoundé,Yaoundé II,Ngousso,Mairie,3.845333,11.508751,+237 695 999 335,3,Oui,682,479,9,470,0.703,311,36,36,16,23,48,682,361,17,344,0.53,266,16,10,9,19,24,682,267,4,263,0.392,141,24,6,31,24,37
BV-YAO-1724,Bureau de Vote Yaoundé VII — Kondengui 1724,Yaoundé,Yaoundé VII,Kondengui,Lycée,3.757957,11.477262,+237 243 571 555,1,Non,1013,593,19,574,0.586,321,22,50,63,42,76,1013,326,10,316,0.322,203,10,33,26,10,34,1013,271,4,267,0.268,185,11,15,14,17,25
BV-YAO-1725,Bureau de Vote Yaoundé I — Mvog-Ada 1725,Yaoundé,Yaoundé I,Mvog-Ada,Collège,3.804182,11.540148,+237 691 644 636,3,Non,863,311,11,300,0.36,214,16,21,20,3,26,863,517,13,504,0.599,341,13,15,33,53,49,863,385,13,372,0.446,172,49,37,8,46,60
BV-YAO-1726,École primaire Nlongkak,Yaoundé,Yaoundé III,Nlongkak,École primaire,3.805953,11.478173,+237 692 963 886,2,Oui,366,139,5,134,0.38,96,10,1,7,8,12,366,158,4,154,0.432,79,10,7,4,31,23,366,182,6,176,0.498,114,5,7,9,22,19
BV-YAO-1727,Bureau de Vote Santa Barbara 1727,Yaoundé,Yaoundé VII,Santa Barbara,Centre communautaire,3.844178,11.51254,+237 693 071 107,3,Non,189,84,4,80,0.446,43,4,8,6,8,11,189,71,2,69,0.378,43,7,3,4,4,8,189,73,1,72,0.387,43,5,4,5,6,9
BV-YAO-1728,Bureau de Vote Yaoundé III — Nkol-Eton 1728,Yaoundé,Yaoundé III,Nkol-Eton,Mairie,3.85858,11.572345,+237 695 538 134,4,Non,354,156,7,149,0.443,106,2,2,17,9,13,354,194,6,188,0.551,89,20,22,19,8,30,354,168,2,166,0.477,116,12,9,5,9,15
BV-YAO-1729,Centre de Vote de Biyem-Assi — Salle 3,Yaoundé,Yaoundé II,Biyem-Assi,Centre culturel,3.905593,11.547999,+237 691 614 597,2,Oui,840,409,10,399,0.488,264,7,26,4,57,41,840,501,6,495,0.597,282,24,43,43,39,64,840,438,7,431,0.522,289,5,37,7,50,43
BV-YAO-1730,Bureau de Vote Yaoundé III — Nkoldongo 1730,Yaoundé,Yaoundé III,Nkoldongo,Collège,3.775465,11.547564,+237 679 695 852,3,Non,852,502,17,485,0.59,386,15,23,7,24,30,852,463,14,449,0.545,317,20,24,12,36,40,852,299,13,286,0.352,163,28,13,25,20,37
BV-YAO-1731,Bureau de Vote Yaoundé I — Nkol-Eton 1731,Yaoundé,Yaoundé I,Nkol-Eton,Centre culturel,3.836288,11.466144,+237 242 435 447,4,Non,278,204,7,197,0.737,123,27,11,2,11,23,278,186,4,182,0.67,129,11,7,3,16,16,278,91,2,89,0.33,66,1,5,5,5,7
BV-YAO-1732,Collège Mvan,Yaoundé,Yaoundé III,Mvan,Collège,3.823354,11.529764,+237 694 467 270,2,Non,673,381,9,372,0.566,203,26,26,19,47,51,673,300,3,297,0.447,234,14,10,5,15,19,673,203,8,195,0.302,133,3,17,9,14,19
BV-YAO-1733,Bureau de Vote Melen N°16,Yaoundé,Yaoundé IV,Melen,Mairie,3.757117,11.560038,+237 695 533 941,3,Non,572,298,3,295,0.521,238,10,11,15,4,17,572,317,7,310,0.554,192,18,20,23,21,36,572,203,8,195,0.356,113,13,30,12,2,25
BV-YAO-1734,Bureau de Vote Nsam 1734,Yaoundé,Yaoundé V,Nsam,Salle polyvalente,3.885581,11.419829,+237 695 277 930,3,Non,387,246,3,243,0.637,113,8,11,27,45,39,387,257,11,246,0.665,132,17,20,17,26,34,387,245,8,237,0.635,171,7,7,13,19,20
BV-YAO-1735,Centre de Vote de Mimboman — Salle 4,Yaoundé,Yaoundé VII,Mimboman,École primaire,3.806753,11.573262,+237 691 479 127,2,Non,659,477,17,460,0.725,340,14,48,6,16,36,659,224,3,221,0.341,161,12,6,7,17,18,659,295,3,292,0.448,223,8,13,7,20,21
BV-YAO-1736,Bureau de Vote Bastos N°5,Yaoundé,Yaoundé IV,Bastos,Centre social,3.856337,11.531154,+237 679 000 924,2,Oui,1196,793,23,770,0.664,538,48,10,40,64,70,1196,758,14,744,0.634,561,42,33,34,19,55,1196,382,7,375,0.32,245,28,30,18,15,39
BV-YAO-1737,Bureau de Vote Mendong 1737,Yaoundé,Yaoundé V,Mendong,Salle polyvalente,3.936815,11.530336,+237 222 904 868,4,Oui,952,388,7,381,0.408,187,42,31,17,46,58,952,579,14,565,0.608,390,16,46,8,52,53,952,591,25,566,0.622,407,41,43,3,24,48
BV-YAO-1738,Bureau de Vote Melen N°18,Yaoundé,Yaoundé VI,Melen,Centre culturel,3.806067,11.571639,+237 233 650 527,2,Non,869,440,13,427,0.507,200,27,56,68,8,68,869,524,20,504,0.603,288,12,58,39,42,65,869,272,2,270,0.314,215,2,5,17,14,17
BV-YAO-1739,Lycée de Nkomo — Bureau 7,Yaoundé,Yaoundé III,Nkomo,Lycée,3.812637,11.410609,+237 691 097 526,1,Oui,340,128,2,126,0.377,85,8,2,10,9,12,340,130,3,127,0.384,81,5,16,2,9,14,340,126,2,124,0.372,77,6,10,9,8,14
BV-YAO-1740,Bureau de Vote Mendong 1740,Yaoundé,Yaoundé V,Mendong,Salle polyvalente,3.760453,11.51973,+237 678 436 544,1,Oui,384,239,4,235,0.623,177,11,7,6,16,18,384,176,8,168,0.46,85,20,10,7,21,25,384,213,5,208,0.556,116,8,11,16,29,28
BV-YAO-1741,Bureau de Vote Mvog-Mbi 1741,Yaoundé,Yaoundé V,Mvog-Mbi,Lycée,3.751157,11.505545,+237 242 014 093,4,Non,1027,523,12,511,0.51,345,30,53,17,16,50,1027,365,17,348,0.356,209,18,38,26,15,42,1027,469,16,453,0.457,247,26,64,47,7,62
BV-YAO-1742,Bureau de Vote Nkol-Afeme 1742,Yaoundé,Yaoundé I,Nkol-Afeme,Mairie,3.919769,11.585164,+237 679 567 403,2,Non,614,360,9,351,0.588,266,25,11,10,13,26,614,212,3,209,0.347,134,26,13,5,8,23,614,294,13,281,0.479,183,12,13,12,31,30
BV-YAO-1743,Bureau de Vote Nkol-Afeme N°6,Yaoundé,Yaoundé I,Nkol-Afeme,Collège,3.868908,11.435731,+237 677 857 947,4,Non,805,458,17,441,0.57,236,50,23,30,40,62,805,267,3,264,0.332,204,19,2,15,6,18,805,250,3,247,0.312,138,18,21,14,23,33
BV-YAO-1744,Centre communautaire de Kondengui — Bureau 8,Yaoundé,Yaoundé I,Kondengui,Centre communautaire,3.81821,11.482203,+237 679 009 554,3,Oui,726,363,11,352,0.5,256,21,19,15,12,29,726,501,18,483,0.69,383,23,4,16,27,30,726,264,11,253,0.365,137,13,29,30,9,35
BV-YAO-1745,Bureau de Vote Odza 1745,Yaoundé,Yaoundé II,Odza,Mairie,3.854262,11.438457,+237 695 608 512,3,Oui,337,211,9,202,0.628,142,11,15,2,14,18,337,113,1,112,0.338,93,2,4,2,5,6,337,190,6,184,0.565,102,10,22,13,12,25
BV-YAO-1746,Bureau de Vote Briqueterie 1746,Yaoundé,Yaoundé V,Briqueterie,Bibliothèque municipale,3.935281,11.45867,+237 677 350 751,1,Non,744,395,5,390,0.531,307,17,19,5,17,25,744,341,10,331,0.459,236,23,10,22,11,29,744,435,8,427,0.586,268,15,33,46,17,48
BV-YAO-1747,Bureau de Vote Etoudi N°8,Yaoundé,Yaoundé I,Etoudi,Centre social,3.784032,11.529076,+237 222 034 666,3,Non,461,329,12,317,0.715,228,25,21,4,12,27,461,200,4,196,0.435,103,15,21,10,19,28,461,131,6,125,0.285,87,4,12,3,7,12
BV-YAO-1748,Bureau de Vote Yaoundé IV — Nlongkak 1748,Yaoundé,Yaoundé IV,Nlongkak,Salle polyvalente,3.797586,11.42029,+237 693 305 146,2,Non,416,260,11,249,0.627,154,9,31,15,11,29,416,177,2,175,0.428,89,11,41,3,5,26,416,113,1,112,0.273,75,8,6,10,2,11
BV-YAO-1749,Bureau de Vote Yaoundé II — Tsinga 1749,Yaoundé,Yaoundé II,Tsinga,Lycée,3.820306,11.565304,+237 242 179 874,3,Non,664,307,3,304,0.463,199,21,14,17,21,32,664,402,16,386,0.606,176,22,16,23,86,63,664,222,5,217,0.335,148,18,12,4,14,21
BV-YAO-1750,Bureau de Vote Yaoundé V — Mvog-Atangana 1750,Yaoundé,Yaoundé V,Mvog-Atangana,Collège,3.861431,11.549148,+237 243 833 666,4,Non,868,453,12,441,0.523,210,35,37,60,29,70,868,295,11,284,0.341,213,25,6,2,16,22,868,522,21,501,0.602,328,37,23,30,31,52
BV-YAO-1751,Bureau de Vote Biyem-Assi 1751,Yaoundé,Yaoundé VI,Biyem-Assi,Collège,3.916576,11.454361,+237 222 971 861,1,Non,216,134,4,130,0.622,76,10,1,20,6,17,216,85,2,83,0.396,47,8,3,8,6,11,216,73,3,70,0.34,51,6,1,5,1,6
BV-YAO-1752,Salle polyvalente de Essos — Bureau 8,Yaoundé,Yaoundé I,Essos,Salle polyvalente,3.889682,11.491831,+237 678 391 295,3,Oui,379,151,6,145,0.401,86,14,5,7,15,18,379,229,2,227,0.605,131,2,27,22,16,29,379,112,5,107,0.298,83,1,1,9,5,8
BV-YAO-1753,Bureau de Vote Mvog-Mbi 1753,Yaoundé,Yaoundé III,Mvog-Mbi,Lycée,3.954341,11.504822,+237 677 847 639,3,Non,972,631,18,613,0.65,368,61,67,35,8,74,972,494,6,488,0.508,312,36,5,50,32,53,972,414,11,403,0.426,215,9,50,5,67,57
