id,nom,ville,arrondissement,quartier,type_batiment,latitude,longitude,telephone,nb_urnes,accessibilite_pmr,inscrits_2017,votants_2017,bulletins_nuls_2017,SVE_2017,taux_participation_2017,RDPC_votes_2017,CDP_votes_2017,EPG_votes_2017,SAJ_votes_2017,ESA_votes_2017,autres_votes_2017,inscrits_2018,votants_2018,bulletins_nuls_2018,SVE_2018,taux_participation_2018,RDPC_votes_2018,CDP_votes_2018,EPG_votes_2018,SAJ_votes_2018,ESA_votes_2018,autres_votes_2018,inscrits_2019,votants_2019,bulletins_nuls_2019,SVE_2019,taux_participation_2019,RDPC_votes_2019,CDP_votes_2019,EPG_votes_2019,SAJ_votes_2019,ESA_votes_2019,autres_votes_2019
BV-DOU-0874,Bureau de Vote Douala II — Makepe 874,Douala,Douala II,Makepe,Centre communautaire,4.040382,9.642161,+237 692 985 222,2,Oui,367,211,7,204,0.576,124,32,4,4,16,24,367,132,6,126,0.361,101,4,1,9,3,8,367,215,6,209,0.586,146,13,13,15,3,19
BV-DOU-0875,Bureau de Vote Douala VI — Bonaloka 875,Douala,Douala VI,Bonaloka,Centre communautaire,4.094687,9.679544,+237 233 046 889,1,Non,645,372,13,359,0.578,199,34,37,29,12,48,645,301,12,289,0.468,163,26,32,23,7,38,645,206,6,200,0.32,143,19,2,9,10,17
BV-DOU-0876,Salle polyvalente de Bassa — Bureau 3,Douala,Douala VI,Bassa,Salle polyvalente,4.09783,9.746043,+237 692 416 620,3,Non,648,482,19,463,0.744,337,29,11,32,16,38,648,425,16,409,0.656,255,11,31,18,48,46,648,226,6,220,0.349,163,15,9,1,15,17
BV-DOU-0877,Lycée Kotto,Douala,Douala I,Kotto,Lycée,4.042833,9.62369,+237 694 049 936,2,Non,801,304,12,292,0.38,215,12,17,12,12,24,801,247,5,242,0.309,119,27,15,15,29,37,801,419,17,402,0.523,270,33,9,16,34,40
BV-DOU-0878,Centre de Vote de PK8 — Salle 1,Douala,Douala II,PK8,École primaire,4.103367,9.757427,+237 692 951 524,2,Oui,908,529,16,513,0.583,348,10,23,44,38,50,908,507,13,494,0.559,291,31,22,57,32,61,908,301,10,291,0.332,209,4,31,13,9,25
BV-DOU-0879,Bibliothèque municipale Bonaberi,Douala,Douala II,Bonaberi,Bibliothèque municipale,4.079104,9.62846,+237 677 170 240,4,Non,820,409,14,395,0.499,202,46,23,35,31,58,820,510,9,501,0.623,314,44,27,19,40,57,820,339,12,327,0.414,187,37,34,18,9,42
BV-DOU-0880,Centre de Vote de Japoma — Salle 4,Douala,Douala II,Japoma,Mairie,4.001955,9.722889,+237 692 228 855,4,Non,1074,512,8,504,0.477,400,28,30,4,11,31,1074,501,9,492,0.467,353,46,16,26,9,42,1074,536,18,518,0.499,363,23,32,27,26,47
BV-DOU-0881,Bureau de Vote Akwa N°11,Douala,Douala IV,Akwa,Collège,4.092153,9.773784,+237 243 071 886,3,Non,805,293,5,288,0.365,181,10,19,21,25,32,805,415,17,398,0.517,205,39,44,37,15,58,805,411,12,399,0.512,226,35,27,24,35,52
BV-DOU-0882,Centre de Vote de Bepanda — Salle 4,Douala,Douala II,Bepanda,Bibliothèque municipale,4.003364,9.638317,+237 679 811 017,2,Non,253,172,5,167,0.683,97,26,2,5,16,21,253,90,3,87,0.357,65,4,5,5,1,7,253,98,4,94,0.39,61,8,3,2,10,10
BV-DOU-0883,Centre culturel de PK12 — Bureau 5,Douala,Douala I,PK12,Centre culturel,4.132867,9.707193,+237 242 951 008,4,Non,716,366,17,349,0.511,178,5,46,31,37,52,716,411,9,402,0.574,245,61,16,16,17,47,716,389,19,370,0.544,236,15,26,19,33,41
BV-DOU-0884,Bureau de Vote Douala III — Boko 884,Douala,Douala III,Boko,Mairie,4.125619,9.703998,+237 679 288 593,1,Non,167,66,1,65,0.396,53,3,1,2,2,4,167,111,4,107,0.669,55,4,15,3,14,16,167,61,1,60,0.369,48,1,2,3,2,4
BV-DOU-0885,Bureau de Vote Douala I — Ndogbong 885,Douala,Douala I,Ndogbong,Salle polyvalente,4.02279,9.743356,+237 677 153 409,4,Non,208,149,5,144,0.72,89,7,6,12,13,17,208,107,4,103,0.519,82,4,4,6,1,6,208,99,1,98,0.48,79,4,3,2,4,6
BV-DOU-0886,Bureau de Vote Kotto N°1,Douala,Douala VI,Kotto,Lycée,4.033375,9.685492,+237 693 122 789,2,Non,844,449,17,432,0.533,327,27,20,3,23,32,844,448,20,428,0.531,305,37,4,23,22,37,844,429,15,414,0.509,205,36,20,73,17,63
BV-DOU-0887,Bureau de Vote Ndokoti 887,Douala,Douala I,Ndokoti,Lycée,4.014012,9.688353,+237 677 123 710,4,Non,479,310,12,298,0.648,172,19,26,22,21,38,479,271,9,262,0.567,168,22,13,17,14,28,479,293,12,281,0.614,185,17,14,14,22,29
BV-DOU-0888,Bureau de Vote Logpom N°13,Douala,Douala II,Logpom,École primaire,4.022438,9.78558,+237 233 351 211,2,Oui,731,331,7,324,0.454,162,40,24,45,4,49,731,352,13,339,0.482,255,5,30,11,13,25,731,223,6,217,0.306,119,21,14,27,6,30
BV-DOU-0889,Bureau de Vote Douala IV — PK8 889,Douala,Douala IV,PK8,Collège,3.986485,9.7308,+237 691 409 718,3,Oui,803,596,10,586,0.743,451,27,26,33,8,41,803,412,4,408,0.514,198,36,40,29,42,63,803,282,5,277,0.352,137,30,29,21,18,42
BV-DOU-0890,Bureau de Vote Youpwé 890,Douala,Douala II,Youpwé,Mairie,4.071992,9.655919,+237 694 315 959,1,Oui,921,515,6,509,0.56,338,14,20,71,15,51,921,406,8,398,0.441,319,5,20,5,25,24,921,374,5,369,0.407,256,28,21,2,28,34
BV-DOU-0891,Bureau de Vote Nzeng-Ayong N°2,Douala,Douala I,Nzeng-Ayong,Centre culturel,3.996233,9.67538,+237 692 215 296,2,Oui,581,419,15,404,0.722,199,61,26,30,26,62,581,280,5,275,0.484,212,10,10,10,14,19,581,259,8,251,0.446,190,18,2,4,18,19
BV-DOU-0892,Centre de Vote de Akwa — Salle 3,Douala,Douala III,Akwa,Bibliothèque municipale,4.034287,9.70193,+237 694 260 645,4,Non,437,181,3,178,0.416,119,3,6,14,18,18,437,302,5,297,0.691,224,14,9,14,14,22,437,241,8,233,0.552,153,8,24,9,15,24
BV-DOU-0893,Centre de Vote de Koumassi — Salle 5,Douala,Douala II,Koumassi,Centre culturel,3.971483,9.719579,+237 243 949 312,3,Non,565,409,11,398,0.724,319,13,19,10,13,24,565,264,5,259,0.468,200,13,6,13,9,18,565,367,14,353,0.65,258,16,15,8,27,29
BV-DOU-0894,Bureau de Vote New Bell 894,Douala,Douala VI,New Bell,Bibliothèque municipale,4.054941,9.684374,+237 692 152 563,4,Non,388,161,2,159,0.416,120,1,8,3,15,12,388,225,4,221,0.582,161,2,12,15,13,18,388,149,2,147,0.384,87,10,7,17,8,18
BV-DOU-0895,Bureau de Vote Douala VI — Sodiko 895,Douala,Douala VI,Sodiko,Centre culturel,4.101031,9.720535,+237 222 386 827,3,Oui,604,379,17,362,0.629,205,41,37,20,12,47,604,356,5,351,0.59,218,33,29,7,24,40,604,329,16,313,0.545,224,18,4,22,18,27
BV-DOU-0896,Bureau de Vote Kotto N°6,Douala,Douala III,Kotto,Centre social,4.063976,9.711652,+237 243 557 876,2,Oui,1169,514,14,500,0.44,237,64,15,95,10,79,1169,448,5,443,0.383,249,17,12,57,50,58,1169,632,12,620,0.541,389,51,34,16,60,70
BV-DOU-0897,Centre communautaire de Akwa — Bureau 5,Douala,Douala V,Akwa,Centre communautaire,4.088141,9.637765,+237 679 940 635,1,Oui,536,280,9,271,0.523,185,2,24,23,11,26,536,335,12,323,0.626,169,17,28,16,47,46,536,319,11,308,0.596,151,21,13,68,8,47
BV-DOU-0898,Bureau de Vote Douala V — Sodiko 898,Douala,Douala V,Sodiko,Centre communautaire,4.086084,9.656417,+237 242 937 936,2,Non,968,697,30,667,0.721,465,38,15,47,41,61,968,440,17,423,0.455,251,28,18,19,55,52,968,267,4,263,0.277,197,9,9,15,13,20
BV-DOU-0899,Centre de Vote de Mboppi — Salle 2,Douala,Douala I,Mboppi,Mairie,4.047789,9.705841,+237 695 904 112,3,Oui,202,138,5,133,0.685,80,11,2,6,18,16,202,61,2,59,0.305,34,4,7,4,2,8,202,99,3,96,0.494,46,10,8,12,5,15
BV-DOU-0900,Bureau de Vote Ndog-Bea N°19,Douala,Douala II,Ndog-Bea,Centre social,4.044302,9.728254,+237 694 004 978,4,Non,293,112,2,110,0.383,72,8,8,6,4,12,293,130,2,128,0.445,83,12,11,5,3,14,293,169,5,164,0.579,92,7,12,13,18,22
BV-DOU-0901,Centre de Vote de Bonamoussadi — Salle 3,Douala,Douala V,Bonamoussadi,École primaire,4.110669,9.703241,+237 691 811 977,4,Oui,794,407,18,389,0.514,312,17,23,12,2,23,794,264,8,256,0.333,169,10,6,34,11,26,794,311,13,298,0.392,203,11,24,3,28,29
BV-DOU-0902,Bureau de Vote Mbanya 902,Douala,Douala III,Mbanya,Centre communautaire,4.072556,9.730207,+237 242 625 704,4,Oui,184,80,3,77,0.435,58,7,3,2,1,6,184,86,1,85,0.472,63,1,5,8,1,7,184,93,4,89,0.506,63,6,3,8,1,8
BV-DOU-0903,Bureau de Vote Ndogpassi N°13,Douala,Douala III,Ndogpassi,Centre culturel,4.059972,9.682816,+237 694 190 227,2,Non,810,308,10,298,0.38,140,23,27,43,17,48,810,327,4,323,0.404,157,28,37,12,39,50,810,457,18,439,0.565,202,31,53,29,53,71
BV-DOU-0904,Bureau de Vote PK17 N°2,Douala,Douala I,PK17,Salle polyvalente,3.980364,9.67165,+237 677 688 757,2,Non,1154,416,8,408,0.361,323,15,20,16,8,26,1154,755,7,748,0.654,465,79,13,40,66,85,1154,636,9,627,0.552,478,41,4,34,25,45
BV-DOU-0905,Centre de Vote de Logbessou — Salle 4,Douala,Douala IV,Logbessou,Centre social,4.103046,9.750384,+237 677 757 412,4,Non,1144,488,7,481,0.427,234,31,27,54,61,74,1144,430,20,410,0.376,299,19,25,17,17,33,1144,522,7,515,0.456,320,35,21,59,21,59
BV-DOU-0906,Bureau de Vote Makepe 906,Douala,Douala I,Makepe,Centre communautaire,4.111543,9.649526,+237 679 386 532,4,Non,719,332,9,323,0.463,218,24,24,5,20,32,719,358,4,354,0.499,223,20,33,20,19,39,719,266,7,259,0.371,149,26,24,9,18,33
BV-DOU-0907,Bureau de Vote Douala I — Mbanya 907,Douala,Douala I,Mbanya,Salle polyvalente,4.101897,9.645588,+237 691 392 169,3,Non,212,139,2,137,0.656,72,3,20,12,10,20,212,70,1,69,0.335,35,8,3,5,7,11,212,113,3,110,0.537,53,4,20,5,11,17
BV-DOU-0908,Bureau de Vote Douala II — Nkongmondo 908,Douala,Douala II,Nkongmondo,Mairie,4.112502,9.722012,+237 692 420 952,3,Non,1090,767,12,755,0.704,389,67,131,42,16,110,1090,499,13,486,0.458,284,43,63,17,18,61,1090,475,19,456,0.436,229,57,13,63,25,69
BV-DOU-0909,Bureau de Vote PK17 N°18,Douala,Douala III,PK17,Mairie,4.085791,9.733007,+237 679 762 759,2,Non,840,628,19,609,0.748,416,36,23,27,49,58,840,256,12,244,0.305,179,3,20,4,18,20,840,412,6,406,0.492,274,20,27,19,26,40
BV-DOU-0910,Centre culturel Sodiko,Douala,Douala V,Sodiko,Centre culturel,4.024253,9.728023,+237 243 579 732,4,Non,412,237,6,231,0.576,108,30,27,17,12,37,412,202,8,194,0.493,158,10,11,3,1,11,412,144,4,140,0.351,75,16,12,15,2,20
BV-DOU-0911,École primaire Bonapriso,Douala,Douala VI,Bonapriso,École primaire,4.033194,9.629995,+237 690 309 523,4,Non,402,245,5,240,0.61,161,16,10,13,16,24,402,252,6,246,0.628,120,14,8,26,40,38,402,232,4,228,0.578,156,18,2,12,18,22
BV-DOU-0912,Bureau de Vote Douala I — Deido 912,Douala,Douala I,Deido,Mairie,4.036316,9.787682,+237 243 398 355,4,Non,157,85,3,82,0.546,56,4,3,7,4,8,157,64,3,61,0.411,30,7,5,8,1,10,157,43,1,42,0.278,26,2,4,4,1,5
BV-DOU-0913,Bibliothèque municipale Ndokoti,Douala,Douala I,Ndokoti,Bibliothèque municipale,4.107091,9.7527,+237 242 948 384,3,Oui,1060,569,7,562,0.537,266,24,62,61,60,89,1060,713,27,686,0.673,431,33,39,61,45,77,1060,593,27,566,0.56,357,71,33,14,28,63
BV-DOU-0914,Bureau de Vote Douala IV — PK8 914,Douala,Douala IV,PK8,Centre culturel,4.061434,9.684361,+237 694 724 647,1,Oui,666,411,17,394,0.618,252,34,35,22,8,43,666,217,8,209,0.327,167,2,14,9,4,13,666,277,12,265,0.416,156,6,17,22,31,33
BV-DOU-0915,Collège Nyalla,Douala,Douala V,Nyalla,Collège,4.053393,9.657301,+237 692 400 401,4,Oui,160,56,1,55,0.35,27,5,2,5,7,9,160,60,1,59,0.381,34,5,2,5,5,8,160,87,2,85,0.544,55,8,6,1,6,9
BV-DOU-0916,Bureau de Vote Bali 916,Douala,Douala V,Bali,Bibliothèque municipale,4.052166,9.677207,+237 691 061 793,3,Non,755,316,14,302,0.42,182,12,24,30,18,36,755,507,7,500,0.673,369,23,33,29,6,40,755,448,20,428,0.593,249,40,17,44,24,54
BV-DOU-0917,Mairie de Cité des Palmiers — Bureau 6,Douala,Douala VI,Cité des Palmiers,Mairie,4.04422,9.79146,+237 695 008 739,3,Oui,884,650,20,630,0.736,371,28,39,52,62,78,884,283,4,279,0.321,197,16,7,14,20,25,884,399,5,394,0.452,254,22,32,14,30,42
BV-DOU-0918,Bureau de Vote Ndog-Bea 918,Douala,Douala I,Ndog-Bea,Centre communautaire,4.039788,9.67487,+237 243 941 061,3,Oui,909,359,13,346,0.396,230,4,26,28,23,35,909,276,6,270,0.304,196,14,9,15,14,22,909,320,6,314,0.353,172,19,9,20,51,43
BV-DOU-0919,Bureau de Vote Makepe 919,Douala,Douala VI,Makepe,Centre social,4.088213,9.637896,+237 694 585 467,2,Oui,961,529,19,510,0.551,244,60,67,52,7,80,961,312,13,299,0.325,170,19,28,36,7,39,961,620,8,612,0.646,383,45,39,58,18,69
BV-DOU-0920,Bureau de Vote Youpwé 920,Douala,Douala I,Youpwé,Bibliothèque municipale,3.987236,9.708651,+237 693 304 433,3,Oui,1139,729,26,703,0.641,321,95,27,104,41,115,1139,550,15,535,0.484,368,15,47,21,34,50,1139,368,13,355,0.324,163,17,41,36,40,58
BV-DOU-0921,Bureau de Vote Douala V — Ndogpassi 921,Douala,Douala V,Ndogpassi,Salle polyvalente,4.110698,9.65816,+237 693 249 511,4,Non,188,134,3,131,0.716,72,5,16,12,8,18,188,74,3,71,0.395,48,4,1,6,5,7,188,100,3,97,0.537,50,6,11,9,7,14
BV-DOU-0922,Bibliothèque municipale Cite SIC,Douala,Douala V,Cite SIC,Bibliothèque municipale,3.987975,9.741176,+237 690 212 799,2,Oui,402,204,7,197,0.51,158,7,6,2,12,12,402,143,3,140,0.357,104,11,4,7,3,11,402,239,4,235,0.595,150,5,13,27,14,26
BV-DOU-0923,Bureau de Vote PK8 923,Douala,Douala V,PK8,Bibliothèque municipale,4.106183,9.741301,+237 695 225 778,1,Non,890,462,15,447,0.519,257,15,20,52,46,57,890,281,13,268,0.316,135,8,39,40,6,40,890,419,7,412,0.471,306,22,15,22,15,32
BV-DOU-0924,Centre de Vote de Nyalla — Salle 4,Douala,Douala V,Nyalla,Centre social,4.112903,9.734697,+237 233 482 368,2,Non,380,236,3,233,0.623,142,10,10,24,19,28,380,147,5,142,0.389,100,5,13,5,6,13,380,139,5,134,0.366,92,2,8,14,5,13
BV-DOU-0925,Bureau de Vote Village N°18,Douala,Douala VI,Village,Salle polyvalente,4.112104,9.747224,+237 243 244 058,2,Oui,613,307,12,295,0.502,178,20,14,21,27,35,613,233,3,230,0.381,163,8,22,13,4,20,613,380,9,371,0.62,189,39,11,68,9,55
BV-DOU-0926,Bureau de Vote Logbessou 926,Douala,Douala IV,Logbessou,Lycée,4.068329,9.628655,+237 695 852 166,2,Non,1020,364,4,360,0.357,271,12,16,30,4,27,1020,551,11,540,0.541,363,34,51,10,29,53,1020,581,25,556,0.57,300,38,49,43,49,77
BV-DOU-0927,Bureau de Vote Douala II — Ndog-Passi III 927,Douala,Douala II,Ndog-Passi III,Centre culturel,4.074667,9.734867,+237 242 425 277,4,Oui,573,248,3,245,0.433,162,12,19,9,18,25,573,337,10,327,0.589,161,5,35,29,47,50,573,179,6,173,0.314,120,11,12,13,1,16
BV-DOU-0928,Mairie de Bessengue — Bureau 6,Douala,Douala I,Bessengue,Mairie,4.067194,9.691542,+237 233 867 966,4,Non,792,338,5,333,0.428,268,15,2,13,15,20,792,238,4,234,0.301,118,52,9,11,9,35,792,258,6,252,0.326,177,15,19,6,12,23
BV-DOU-0929,Bureau de Vote Japoma 929,Douala,Douala III,Japoma,École primaire,4.019867,9.675608,+237 233 084 554,3,Non,354,205,4,201,0.579,162,4,8,5,10,12,354,187,8,179,0.531,133,12,4,14,2,14,354,101,3,98,0.286,66,7,7,3,5,10
BV-DOU-0930,Centre social de Mbanya — Bureau 6,Douala,Douala II,Mbanya,Centre social,4.11631,9.735937,+237 242 326 040,1,Oui,396,199,3,196,0.503,116,21,11,18,6,24,396,204,8,196,0.516,151,9,8,6,8,14,396,246,9,237,0.622,191,7,13,3,9,14
BV-DOU-0931,Bureau de Vote Douala V — Ndogbong 931,Douala,Douala V,Ndogbong,École primaire,4.0828,9.770223,+237 695 446 606,1,Non,1026,541,16,525,0.527,340,5,39,38,47,56,1026,500,9,491,0.488,259,51,20,66,25,70,1026,654,24,630,0.638,326,15,23,112,63,91
BV-DOU-0932,Centre communautaire de Akwa — Bureau 1,Douala,Douala I,Akwa,Centre communautaire,4.100847,9.68653,+237 694 888 901,3,Oui,446,259,12,247,0.581,161,17,11,3,29,26,446,243,3,240,0.545,194,7,6,9,10,14,446,121,4,117,0.271,81,6,2,13,4,11
BV-DOU-0933,Bureau de Vote Douala I — Bonanjo 933,Douala,Douala I,Bonanjo,Bibliothèque municipale,4.068674,9.670196,+237 678 679 553,4,Oui,217,110,2,108,0.51,76,4,7,4,7,10,217,94,4,90,0.437,43,11,2,17,3,14,217,90,1,89,0.417,56,8,4,6,5,10
BV-DOU-0934,Bureau de Vote Douala III — Akwa 934,Douala,Douala III,Akwa,Salle polyvalente,4.113512,9.668002,+237 690 393 753,1,Non,569,211,3,208,0.373,159,11,15,6,2,15,569,215,6,209,0.379,139,15,7,24,3,21,569,311,7,304,0.548,178,38,15,29,6,38
BV-DOU-0935,Mairie de Bepanda — Bureau 8,Douala,Douala VI,Bepanda,Mairie,4.018598,9.661825,+237 242 659 782,3,Oui,1057,496,6,490,0.47,334,43,37,21,8,47,1057,670,26,644,0.635,413,51,55,31,24,70,1057,671,18,653,0.635,514,19,9,20,49,42
BV-DOU-0936,Bureau de Vote Douala IV — Nzeng-Ayong 936,Douala,Douala IV,Nzeng-Ayong,Mairie,4.062053,9.7344,+237 690 726 848,1,Non,318,210,3,207,0.661,158,13,10,4,7,15,318,123,6,117,0.389,64,13,14,1,9,16,318,82,1,81,0.259,46,8,5,7,4,11
BV-DOU-0937,École primaire de Logpom — Bureau 2,Douala,Douala III,Logpom,École primaire,4.128443,9.725749,+237 242 838 804,1,Oui,158,105,2,103,0.667,65,6,9,7,4,12,158,73,2,71,0.465,38,8,4,8,3,10,158,85,3,82,0.542,59,3,4,6,3,7
BV-DOU-0938,Centre de Vote de Makepe — Salle 2,Douala,Douala I,Makepe,Collège,4.109528,9.710329,+237 679 304 477,4,Non,287,196,9,187,0.685,98,13,18,6,25,27,287,129,4,125,0.45,80,8,8,5,10,14,287,87,1,86,0.304,46,12,4,3,9,12
BV-DOU-0939,Bureau de Vote PK17 N°12,Douala,Douala VI,PK17,École primaire,4.089621,9.668195,+237 679 480 218,3,Oui,944,555,14,541,0.589,338,24,50,43,25,61,944,615,21,594,0.652,430,48,25,19,22,50,944,386,14,372,0.41,256,21,22,35,3,35
BV-DOU-0940,École primaire de Kotto — Bureau 6,Douala,Douala V,Kotto,École primaire,4.067547,9.662003,+237 233 911 367,3,Oui,1165,674,25,649,0.579,373,133,19,16,25,83,1165,422,10,412,0.363,263,32,12,19,41,45,1165,366,6,360,0.315,254,6,15,29,24,32
BV-DOU-0941,Bureau de Vote Logbessou N°11,Douala,Douala IV,Logbessou,Bibliothèque municipale,4.057514,9.664311,+237 233 030 903,3,Non,543,356,4,352,0.656,257,13,23,8,22,29,543,177,5,172,0.327,100,10,23,12,5,22,543,237,5,232,0.437,163,11,13,11,13,21
BV-DOU-0942,Bureau de Vote Douala I — PK12 942,Douala,Douala I,PK12,École primaire,4.051388,9.738143,+237 691 619 682,2,Oui,1045,616,11,605,0.59,466,30,14,40,13,42,1045,504,12,492,0.483,374,19,22,13,28,36,1045,505,23,482,0.483,273,38,34,37,37,63
BV-DOU-0943,Bureau de Vote Bessengue N°7,Douala,Douala III,Bessengue,Lycée,4.061902,9.781398,+237 693 201 075,1,Non,408,163,5,158,0.401,113,3,2,17,9,14,408,244,6,238,0.6,147,15,15,20,13,28,408,130,4,126,0.319,97,5,4,3,8,9
BV-DOU-0944,Centre de Vote de Nyalla Extension — Salle 5,Douala,Douala IV,Nyalla Extension,Bibliothèque municipale,3.984938,9.711816,+237 692 163 635,3,Oui,769,420,14,406,0.547,260,28,31,9,34,44,769,473,21,452,0.615,310,22,3,28,46,43,769,261,3,258,0.34,119,35,37,7,18,42
BV-DOU-0945,École primaire de Bonapriso — Bureau 5,Douala,Douala I,Bonapriso,École primaire,4.12373,9.6783,+237 679 642 674,1,Oui,1037,772,19,753,0.745,498,24,31,16,107,77,1037,348,11,337,0.336,199,16,3,50,27,42,1037,578,21,557,0.557,371,9,62,15,44,56
BV-DOU-0946,Bureau de Vote Douala III — Nkongmondo 946,Douala,Douala III,Nkongmondo,Collège,4.043504,9.721118,+237 679 600 968,1,Non,1023,585,16,569,0.572,433,16,31,21,27,41,1023,529,14,515,0.517,390,11,24,38,14,38,1023,311,13,298,0.304,162,29,8,30,28,41
BV-DOU-0947,Mairie de New Bell — Bureau 6,Douala,Douala VI,New Bell,Mairie,3.988392,9.677354,+237 222 894 330,4,Non,1053,705,8,697,0.67,444,18,90,48,21,76,1053,335,11,324,0.319,258,19,4,17,6,20,1053,297,7,290,0.283,173,20,22,23,17,35
BV-DOU-0948,Bureau de Vote Douala VI — Bonanjo 948,Douala,Douala VI,Bonanjo,Centre communautaire,4.082725,9.741352,+237 242 581 769,4,Non,224,128,2,126,0.575,80,5,11,4,12,14,224,152,3,149,0.68,121,6,4,3,6,9,224,62,2,60,0.28,43,3,5,3,1,5
BV-DOU-0949,Bureau de Vote Youpwé 949,Douala,Douala VI,Youpwé,Collège,4.063116,9.786526,+237 695 519 113,2,Oui,785,558,21,537,0.711,246,58,58,58,29,88,785,357,5,352,0.455,256,8,15,25,19,29,785,369,14,355,0.471,202,27,33,35,12,46
BV-DOU-0950,Centre social de Youpwé — Bureau 1,Douala,Douala III,Youpwé,Centre social,4.071565,9.653147,+237 694 422 029,2,Non,331,146,3,143,0.442,68,22,7,2,21,23,331,200,8,192,0.604,117,15,13,15,9,23,331,104,4,100,0.315,82,1,4,1,6,6
BV-DOU-0951,Centre communautaire de Nzeng-Ayong — Bureau 7,Douala,Douala IV,Nzeng-Ayong,Centre communautaire,4.100743,9.642453,+237 691 391 001,3,Oui,370,239,7,232,0.647,137,23,4,17,22,29,370,207,7,200,0.56,99,26,14,6,25,30,370,155,4,151,0.42,119,11,1,7,3,10
BV-DOU-0952,Bureau de Vote Boko 952,Douala,Douala I,Boko,Centre culturel,4.032567,9.710068,+237 693 029 624,4,Oui,525,373,8,365,0.711,288,13,3,24,14,23,525,256,9,247,0.488,118,17,16,32,25,39,525,182,5,177,0.348,92,11,19,22,7,26
BV-DOU-0953,Bureau de Vote Village N°9,Douala,Douala III,Village,Collège,4.052289,9.783166,+237 678 754 299,3,Oui,859,337,5,332,0.393,188,30,32,25,14,43,859,579,26,553,0.674,274,53,43,7,92,84,859,535,8,527,0.624,301,25,60,41,32,68
BV-DOU-0954,Centre social Youpwé,Douala,Douala IV,Youpwé,Centre social,4.058583,9.714528,+237 233 899 382,1,Oui,805,585,26,559,0.728,362,13,54,47,24,59,805,558,22,536,0.694,331,25,12,40,66,62,805,257,7,250,0.32,121,15,39,8,28,39
BV-DOU-0955,Bureau de Vote Douala IV — Mbanya 955,Douala,Douala IV,Mbanya,Mairie,4.123469,9.691615,+237 693 715 981,3,Oui,257,162,5,157,0.631,88,29,4,4,11,21,257,164,3,161,0.642,82,16,30,4,5,24,257,158,4,154,0.617,93,12,11,5,14,19
BV-DOU-0956,Bureau de Vote Douala VI — Mbanya 956,Douala,Douala VI,Mbanya,Bibliothèque municipale,4.103833,9.705909,+237 692 089 585,1,Oui,343,136,4,132,0.399,83,4,19,6,5,15,343,108,2,106,0.316,80,2,4,4,8,8,343,114,4,110,0.333,74,8,7,6,4,11
BV-DOU-0957,Bureau de Vote Douala VI — Deido 957,Douala,Douala VI,Deido,Centre culturel,4.060174,9.788503,+237 679 920 030,1,Oui,820,603,8,595,0.736,359,20,30,72,43,71,820,303,14,289,0.371,169,26,27,11,20,36,820,364,9,355,0.445,193,25,35,47,6,49
BV-DOU-0958,Mairie Nzeng-Ayong,Douala,Douala IV,Nzeng-Ayong,Mairie,4.102188,9.775444,+237 695 129 468,3,Oui,300,195,8,187,0.651,95,15,39,7,3,28,300,99,3,96,0.331,58,1,19,2,4,12,300,117,1,116,0.393,63,8,11,11,7,16
BV-DOU-0959,Bureau de Vote Douala VI — Bali 959,Douala,Douala VI,Bali,Centre social,4.064616,9.735129,+237 243 294 719,4,Non,924,505,14,491,0.547,368,12,40,7,27,37,924,326,10,316,0.353,207,21,24,15,16,33,924,579,6,573,0.627,276,48,31,60,69,89
BV-DOU-0960,Bureau de Vote Bonapriso 960,Douala,Douala IV,Bonapriso,Lycée,4.090388,9.719938,+237 677 691 831,2,Oui,523,376,8,368,0.721,199,37,37,26,18,51,523,265,8,257,0.507,174,31,15,3,9,25,523,272,6,266,0.52,150,3,11,26,41,35
BV-DOU-0961,Bureau de Vote Village N°13,Douala,Douala III,Village,École primaire,4.020141,9.680941,+237 691 748 268,3,Non,237,116,4,112,0.49,73,7,12,2,6,12,237,145,1,144,0.612,67,23,17,8,6,23,237,102,4,98,0.431,80,1,4,2,5,6
BV-DOU-0962,École primaire Cité des Palmiers,Douala,Douala VI,Cité des Palmiers,École primaire,4.093028,9.643493,+237 690 651 879,4,Non,846,359,7,352,0.425,258,16,11,19,20,28,846,255,6,249,0.302,139,21,22,7,27,33,846,382,17,365,0.452,173,6,51,62,15,58
BV-DOU-0963,Bureau de Vote New Bell 963,Douala,Douala II,New Bell,Centre culturel,3.993902,9.642285,+237 691 384 159,1,Non,534,245,8,237,0.461,185,10,18,4,4,16,534,359,9,350,0.673,196,34,21,5,48,46,534,139,1,138,0.26,73,11,14,10,10,20
BV-DOU-0964,Bureau de Vote Ndog-Bea N°4,Douala,Douala II,Ndog-Bea,Bibliothèque municipale,4.057945,9.691933,+237 678 740 063,3,Non,524,379,4,375,0.724,185,39,29,58,7,57,524,179,5,174,0.343,85,7,26,11,18,27,524,296,11,285,0.565,229,7,10,8,14,17
BV-DOU-0965,Bureau de Vote PK8 N°20,Douala,Douala VI,PK8,École primaire,4.033086,9.6294,+237 679 432 490,4,Non,747,404,13,391,0.541,306,8,17,17,17,26,747,318,12,306,0.426,152,28,25,26,29,46,747,374,9,365,0.502,282,9,21,21,7,25
